#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
206,J0614-3329,240.501,-21.827,0.003149,1.75e-20,317.594455,37.05,BT,53.5846,27.6388,He[rrc+11],1.02,2.96,2.84e+09,2.22e+34,*
207,J0614+83,130.353,25.833,1.039203,*,0.962276,44.00,*,*,*,*,4.04,4.04,*,*,*
208,J0621+0336,206.246,-5.058,0.269954,7.24e-18,3.704334,72.59,*,*,*,*,3.58,3.58,5.91e+08,1.45e+31,*
209,J0621+1002,200.570,-2.013,0.028854,4.73e-20,34.657407,36.60,BT,8.3187,12.0321,CO[kas12],1.88,1.88,9.66e+09,7.78e+31,3.513
210,J0621+25,187.309,4.928,0.002720,*,367.647059,83.60,*,*,*,*,4.25,4.25,*,*,*
211,J0622+3749,175.877,10.958,0.333208,2.54e-14,3.001126,*,*,*,*,*,*,*,2.08e+05,2.71e+34,*
212,J0623+0340,206.497,-4.459,0.613760,8.84e-17,1.629302,54.00,*,*,*,*,2.53,2.53,1.10e+08,1.51e+31,*
213,B0621-04,213.792,-8.036,1.039076,8.30e-16,0.962393,70.83,*,*,*,*,4.28,4.28,1.98e+07,2.92e+31,*
214,J0625+10,200.878,-0.956,0.498397,*,2.006433,78.00,*,*,*,*,3.36,3.36,*,*,*
215,J0627+0649,204.166,-2.085,0.346523,1.70e-15,2.885815,86.60,*,*,*,*,4.00,4.00,3.23e+06,1.61e+33,*
216,J0627+0706,203.902,-1.991,0.475877,2.98e-14,2.101383,138.15,*,*,*,*,7.88,7.88,2.53e+05,1.09e+34,*
217,J0627+16,195.793,2.124,2.180000,*,0.458716,113.00,*,*,*,*,5.87,5.87,*,*,*
218,J0628+0909,202.190,-0.851,1.241421,5.48e-16,0.805528,88.30,*,*,*,*,4.00,4.00,3.59e+07,1.13e+31,*
219,B0626+24,188.817,6.223,0.476623,2.00e-15,2.098095,84.19,*,*,*,*,4.67,4.67,3.78e+06,7.28e+32,7.280
220,J0630-0046,211.220,-5.020,0.680575,3.75e-15,1.469346,97.30,*,*,*,*,5.57,5.57,2.88e+06,4.69e+32,*
221,B0628-28,236.952,-16.758,1.244419,7.12e-15,0.803588,34.42,*,*,*,*,0.32,2.61,2.77e+06,1.46e+32,50.948
222,J0631+1036,201.219,0.450,0.287800,1.05e-13,3.474635,125.36,*,*,*,*,6.54,6.54,4.36e+04,1.73e+35,*
223,J0633+0632,205.093,-0.932,0.297395,7.96e-14,3.362529,*,*,*,*,*,*,*,5.92e+04,1.19e+35,*
224,J0633+1746,195.134,4.266,0.237099,1.10e-14,4.217640,2.89,*,*,*,*,0.25,*,3.42e+05,3.25e+34,168.680
225,J0633-2015,229.260,-12.968,3.253211,3.82e-15,0.307389,90.70,*,*,*,*,7.84,7.84,1.35e+07,4.38e+30,*
226,J0635+0533,206.151,-1.043,0.033856,*,29.536430,*,*,*,*,*,*,*,*,*,*
227,J0636-4549,254.547,-21.547,1.984597,3.17e-15,0.503881,26.31,*,*,*,*,0.98,0.98,9.91e+06,1.60e+31,*
228,J0636+5129,163.909,18.643,0.002869,3.38e-21,348.559232,11.11,ELL1,0.0666,0.0090,UL[slr+14],0.20,0.61,1.34e+10,5.65e+33,4.742
229,J0645+5158,163.963,20.251,0.008853,4.92e-21,112.949723,18.25,*,*,*,*,0.77,5.12,2.85e+10,2.80e+32,7.630
230,J0645+80,133.945,26.465,0.657873,*,1.520050,50.00,*,*,*,*,3.95,3.95,*,*,*
231,J0646+0905,204.271,3.051,0.903913,7.36e-16,1.106301,149.00,*,*,*,*,9.50,9.50,1.95e+07,3.93e+31,*
232,J0647+0913,204.233,3.277,1.234854,6.42e-15,0.809813,154.70,*,*,*,*,10.84,10.84,3.05e+06,1.35e+32,*
233,J0652-0142,214.538,-0.613,0.924054,1.52e-16,1.082188,116.30,*,*,*,*,5.83,5.83,9.60e+07,7.63e+30,*
234,B0643+80,133.178,26.828,1.214441,3.80e-15,0.823424,33.33,*,*,*,*,3.37,3.37,5.07e+06,8.37e+31,19.026
235,J0656-2228,233.655,-8.982,1.224754,2.67e-17,0.816490,32.39,*,*,*,*,1.79,1.79,7.27e+08,5.74e+29,*
236,J0656-5449,264.795,-21.141,0.183157,3.19e-17,5.459800,67.50,*,*,*,*,4.88,4.88,9.09e+07,2.05e+32,*
237,J0658+0022,213.374,1.688,0.563295,9.15e-15,1.775269,122.00,*,*,*,*,6.46,6.46,9.75e+05,2.02e+33,*
238,B0656+14,201.108,8.258,0.384891,5.50e-14,2.598137,13.98,*,*,*,*,0.28,0.76,1.11e+05,3.81e+34,44.135
239,B0655+64,151.551,25.237,0.195671,6.85e-19,5.110621,8.78,BT,1.0287,4.1256,CO[kul86],0.49,0.49,4.52e+09,3.61e+30,10.000
240,J0702-4956,260.190,-18.723,0.665994,*,1.501516,98.70,*,*,*,*,5.49,5.49,*,*,*
241,J0709-5923,270.029,-20.899,0.485268,1.26e-16,2.060715,65.00,*,*,*,*,4.94,4.94,6.10e+07,4.35e+31,*
242,J0711+0931,206.674,8.776,1.214090,4.00e-16,0.823662,45.00,*,*,*,*,2.39,2.39,4.81e+07,8.82e+30,*
243,J0711-6830,279.531,-23.280,0.005491,1.49e-20,182.117235,18.41,*,*,*,*,1.04,1.04,5.84e+09,3.55e+33,21.100
244,J0719-2545,238.934,-5.826,0.974725,7.28e-15,1.025931,253.89,*,*,*,*,17.33,17.33,2.12e+06,3.10e+32,*
245,J0720-3125,244.158,-8.165,8.391116,6.98e-14,0.119174,*,*,*,*,*,0.40,*,1.90e+06,4.67e+30,107.727
246,J0721-2038,234.669,-2.922,0.015542,4.40e-20,64.340148,76.10,BT,5.4608,9.3790,CO[bkl+13],3.87,3.87,5.60e+09,4.63e+32,*
247,J0725-1635,231.473,-0.330,0.424311,9.26e-17,2.356760,98.98,*,*,*,*,4.68,4.68,7.26e+07,4.79e+31,*
248,J0726-2612,240.079,-4.644,3.442308,2.93e-13,0.290503,69.40,*,*,*,*,3.01,3.01,1.86e+05,2.84e+32,*
249,J0729-1448,230.392,1.424,0.251659,1.13e-13,3.973635,92.30,*,*,*,*,4.37,4.37,3.52e+04,2.81e+35,*
250,B0727-18,233.760,-0.341,0.510160,1.90e-14,1.960168,61.29,*,*,*,*,3.25,3.25,4.26e+05,5.64e+33,*
251,J0733-2345,238.713,-2.030,1.796250,5.70e-15,0.556715,194.00,*,*,*,*,11.95,11.95,4.99e+06,3.89e+31,*
252,J0734-1559,231.969,1.858,0.156250,1.22e-14,6.400000,*,*,*,*,*,*,*,2.03e+05,1.26e+35,*
253,J0735-62,274.735,-19.214,4.862940,*,0.205637,19.40,*,*,*,*,0.83,0.83,*,*,*
254,J0737-2202,237.685,-0.318,0.320366,5.47e-15,3.121426,95.70,*,*,*,*,4.30,4.30,9.28e+05,6.57e+33,*
255,J0737-3039A,245.236,-4.505,0.022699,1.76e-18,44.054069,48.92,DDS,0.1023,1.4150,NS[bdp+03],1.10,0.57,2.04e+08,5.94e+33,4.374
256,J0737-3039B,245.236,-4.505,2.773461,8.92e-16,0.360560,48.92,DD,0.1023,1.5161,NS[lbk+04],1.10,0.57,4.92e+07,1.65e+30,4.374
257,J0737+69,146.409,29.254,6.824240,*,0.146536,16.00,*,*,*,*,0.94,0.94,*,*,*
258,B0736-40,254.194,-9.192,0.374920,1.62e-15,2.667236,160.80,*,*,*,*,1.60,11.03,3.68e+06,1.21e+33,19.105
259,J0740+41,178.179,26.329,0.003139,*,318.550975,20.83,*,*,*,*,1.29,1.29,*,*,*
260,B0740-28,243.773,-2.444,0.166762,1.68e-14,5.996559,73.78,*,*,*,*,2.00,1.89,1.57e+05,1.43e+35,29.275
261,J0742+66,149.742,29.723,0.002886,*,346.535920,14.96,*,*,*,*,0.87,0.87,*,*,*
262,B0743-53,266.630,-14.275,0.214836,2.73e-15,4.654706,122.30,*,*,*,*,7.14,7.14,1.25e+06,1.09e+34,*
263,J0746-4529,259.203,-10.103,2.791025,1.67e-14,0.358291,134.57,*,*,*,*,5.71,5.71,2.65e+06,3.03e+31,*
264,J0746+66,149.432,30.122,0.407670,*,2.452963,28.00,*,*,*,*,2.38,2.38,*,*,*
265,J0749-4247,257.066,-8.349,1.095452,9.77e-16,0.912865,104.59,*,*,*,*,2.36,2.36,1.78e+07,2.93e+31,*
266,J0750+57,160.557,30.327,1.174875,*,0.851154,27.00,*,*,*,*,2.19,2.19,*,*,*
267,J0751+1807,202.730,21.086,0.003479,7.79e-21,287.457859,30.25,ELL1,0.2631,0.3966,He[nsk08],0.40,2.02,7.08e+09,7.30e+33,6.010
268,B0751+32,188.187,26.721,1.442349,1.08e-15,0.693313,39.95,*,*,*,*,3.92,3.92,2.12e+07,1.42e+31,8.062
269,B0756-15,234.464,7.224,0.682265,1.62e-15,1.465706,63.33,*,*,*,*,3.72,3.72,6.68e+06,2.01e+32,4.123
270,J0804-3647,253.331,-2.872,2.191987,4.21e-15,0.456207,196.00,*,*,*,*,7.79,7.79,8.25e+06,1.58e+31,*
271,J0806+08,213.920,20.334,2.063100,*,0.484707,46.00,*,*,*,*,5.07,5.07,*,*,*
272,J0806-4123,257.426,-4.983,11.370386,5.56e-14,0.087948,*,*,*,*,*,*,*,3.24e+06,1.49e+30,*
273,J0807-5421,268.727,-11.594,0.526644,3.78e-16,1.898818,165.03,*,*,*,*,8.76,8.76,2.21e+07,1.02e+32,*
274,J0808-3937,256.134,-3.759,0.866349,4.01e-16,1.154269,165.00,*,*,*,*,5.62,5.62,3.42e+07,2.43e+31,*
275,B0808-47,263.301,-7.957,0.547199,3.08e-15,1.827488,228.30,*,*,*,*,12.71,12.71,2.81e+06,7.43e+32,*
276,J0812-3905,256.111,-2.811,0.482596,4.49e-17,2.072127,327.00,*,*,*,*,26.83,26.83,1.70e+08,1.58e+31,*
277,B0809+74,139.998,31.618,1.292241,1.68e-16,0.773849,5.73,*,*,*,*,0.43,0.33,1.22e+08,3.08e+30,50.129
278,J0815+0939,213.626,22.950,0.645161,1.39e-16,1.550000,52.67,*,*,*,*,4.52,4.52,7.35e+07,2.04e+31,*
279,J0818-3049,249.983,2.908,0.763742,5.80e-16,1.309343,133.70,*,*,*,*,4.17,4.17,2.09e+07,5.14e+31,*
280,J0818-3232,251.358,1.875,2.161259,7.53e-16,0.462693,131.80,*,*,*,*,3.82,3.82,4.55e+07,2.95e+30,*
281,B0818-13,235.890,12.595,1.238130,2.11e-15,0.807670,40.94,*,*,*,*,1.90,2.45,9.32e+06,4.38e+31,44.987
282,J0820-3826,256.523,-1.032,0.124836,2.44e-15,8.010485,195.56,*,*,*,*,6.82,6.82,8.10e+05,4.95e+34,*
283,J0820-3921,257.261,-1.583,1.073567,1.22e-14,0.931475,179.40,*,*,*,*,6.19,6.19,1.40e+06,3.88e+32,*
284,B0818-41,258.749,-2.735,0.545446,1.89e-17,1.833364,113.40,*,*,*,*,2.38,2.38,4.57e+08,4.60e+30,*
285,J0821-4221,259.825,-3.137,0.396728,3.48e-15,2.520617,270.60,*,*,*,*,18.16,18.16,1.81e+06,2.20e+33,*
286,J0821-4300,260.382,-3.473,0.112799,9.28e-18,8.865291,*,*,*,*,*,2.20,*,1.93e+08,2.55e+32,60.962
287,B0820+02,221.988,21.245,0.864873,1.05e-16,1.156239,23.73,BT,1232.4040,162.1456,CO[kr00],1.44,1.44,1.31e+08,6.38e+30,5.099
288,J0824+00,223.574,20.749,0.009900,*,101.010101,35.00,*,*,*,*,2.57,2.57,*,*,*
289,B0823+26,196.963,31.742,0.530661,1.71e-15,1.884444,19.48,*,*,*,*,0.32,1.42,4.92e+06,4.52e+32,108.724
290,B0826-34,253.965,2.561,1.848919,9.96e-16,0.540857,52.20,*,*,*,*,0.54,0.54,2.94e+07,6.22e+30,*
291,J0831-4406,262.285,-2.694,0.311674,1.28e-15,3.208486,254.00,*,*,*,*,12.73,12.73,3.86e+06,1.67e+33,*
292,J0834-4159,260.886,-1.042,0.121116,4.44e-15,8.256524,240.50,*,*,*,*,9.74,9.74,4.32e+05,9.86e+34,*
293,J0834-60,276.075,-11.924,0.384645,*,2.599800,20.00,*,*,*,*,0.49,0.49,*,*,*
294,J0835-3707,257.076,1.990,0.541404,9.78e-15,1.847048,112.30,*,*,*,*,2.34,2.34,8.77e+05,2.43e+33,*
295,J0835-42,261.473,-1.169,0.738400,*,1.354280,190.00,*,*,*,*,6.75,6.75,*,*,*
296,B0833-45,263.552,-2.787,0.089328,1.25e-13,11.194650,67.99,*,*,*,*,0.28,0.61,1.13e+04,6.92e+36,57.984
297,B0834+06,219.721,26.272,1.273768,6.80e-15,0.785072,12.86,*,*,*,*,0.76,0.76,2.97e+06,1.30e+32,51.039
298,J0837-24,247.453,9.799,*,*,*,142.80,*,*,*,*,10.34,10.34,*,*,*
299,B0835-41,260.904,-0.336,0.751624,3.54e-15,1.330453,147.29,*,*,*,*,1.50,4.22,3.36e+06,3.29e+32,18.146
300,J0838-2621,248.807,8.981,0.308581,3.90e-17,3.240644,116.90,*,*,*,*,4.56,4.56,1.25e+08,5.24e+31,*
301,J0838-3947,259.606,0.928,1.703946,8.13e-16,0.586873,219.00,*,*,*,*,8.21,8.21,3.32e+07,6.49e+30,*
302,B0839-53,270.774,-7.143,0.720612,1.64e-15,1.387709,156.50,*,*,*,*,7.77,7.77,6.94e+06,1.73e+32,*
303,B0840-48,267.182,-4.101,0.644354,9.50e-15,1.551942,196.85,*,*,*,*,8.68,8.68,1.07e+06,1.40e+33,*
304,J0843+0719,219.400,28.223,1.365860,*,0.732139,36.60,*,*,*,*,3.72,3.72,*,*,*
305,J0843-5022,268.496,-4.898,0.208956,1.72e-16,4.785704,178.47,*,*,*,*,7.69,7.69,1.92e+07,7.46e+32,*
306,B0844-35,257.190,4.710,1.116097,1.60e-15,0.895979,94.16,*,*,*,*,1.43,1.43,1.10e+07,4.55e+31,94.202
307,J0847-4316,263.444,0.158,5.977493,1.20e-13,0.167294,292.50,*,*,*,*,13.44,13.44,7.90e+05,2.22e+31,*
308,J0848+16,210.060,33.305,0.452400,*,2.210433,38.00,*,*,*,*,3.21,3.21,*,*,*
309,J0849-6322,279.433,-12.171,0.367953,7.91e-16,2.717737,91.29,*,*,*,*,8.35,8.35,7.37e+06,6.27e+32,*
310,B0841+80,132.654,31.462,1.602228,4.46e-16,0.624131,34.66,*,*,*,*,3.38,3.38,5.69e+07,4.28e+30,*
311,B0853-33,256.847,7.517,1.267536,6.32e-15,0.788932,86.64,*,*,*,*,1.21,1.21,3.18e+06,1.23e+32,*
312,J0855-4644,266.967,-1.004,0.064686,7.26e-15,15.459264,238.20,*,*,*,*,9.90,9.90,1.41e+05,1.06e+36,*
313,J0855-4658,267.116,-1.193,0.575072,1.36e-14,1.738912,472.70,*,*,*,*,28.35,28.35,6.69e+05,2.83e+33,*
314,B0855-61,278.575,-10.427,0.962509,1.68e-15,1.038952,95.00,*,*,*,*,6.53,6.53,9.09e+06,7.42e+31,*
315,J0857-4424,265.455,0.820,0.326774,2.33e-14,3.060217,184.43,*,*,*,*,6.53,6.53,2.22e+05,2.64e+34,*
316,J0900-3144,256.162,9.486,0.011110,4.91e-20,90.011843,75.70,BT,18.7376,17.2488,CO(?)[bjd+06],0.82,0.82,3.58e+09,1.41e+33,*
317,J0901-4624,267.404,-0.004,0.441995,8.75e-14,2.262468,198.80,*,*,*,*,7.46,7.46,8.00e+04,4.00e+34,*
318,B0901-63,280.390,-11.082,0.660313,1.07e-16,1.514432,76.00,*,*,*,*,4.44,4.44,9.78e+07,1.47e+31,*
319,B0903-42,265.075,2.859,0.965171,1.89e-15,1.036086,145.80,*,*,*,*,4.37,4.37,8.10e+06,8.29e+31,*
320,B0904-74,289.738,-18.320,0.549553,4.63e-16,1.819660,51.10,*,*,*,*,4.41,4.41,1.88e+07,1.10e+32,*
321,J0905-4536,267.239,1.011,0.988281,1.49e-16,1.011858,179.70,*,*,*,*,6.35,6.35,1.05e+08,6.09e+30,*
322,J0905-5127,271.632,-2.853,0.346287,2.49e-14,2.887774,196.43,*,*,*,*,8.38,8.38,2.20e+05,2.37e+34,*
323,J0905-6019,278.222,-8.816,0.340854,5.22e-16,2.933806,91.40,*,*,*,*,4.40,4.40,1.03e+07,5.20e+32,*
324,B0905-51,272.150,-3.031,0.253556,1.83e-15,3.943902,103.72,*,*,*,*,2.63,2.63,2.19e+06,4.43e+33,*
325,B0906-17,246.119,19.850,0.401626,6.69e-16,2.489881,15.88,*,*,*,*,1.01,1.01,9.50e+06,4.08e+32,48.260
326,B0906-49,270.266,-1.019,0.106755,1.52e-14,9.367279,180.37,*,*,*,*,1.00,6.66,1.12e+05,4.92e+35,*
327,B0909-71,287.728,-16.256,1.362890,3.33e-16,0.733735,54.30,*,*,*,*,4.00,4.00,6.48e+07,5.19e+30,*
328,B0904+77,135.325,33.704,1.579050,*,0.633292,*,*,*,*,*,*,*,*,*,*
329,J0912-3851,263.165,6.584,1.526085,3.59e-15,0.655271,70.00,*,*,*,*,0.62,0.62,6.74e+06,3.99e+31,*
330,J0919-42,231.825,32.293,0.812600,*,1.230618,57.80,*,*,*,*,0.58,0.58,*,*,*
331,J0919-6040,279.687,-7.774,1.216976,1.00e-17,0.821709,82.50,*,*,*,*,3.54,3.54,1.93e+09,2.19e+29,*
332,B0917+63,151.431,40.725,1.567994,3.61e-15,0.637758,13.16,*,*,*,*,0.79,0.79,6.89e+06,3.69e+31,*
333,B0919+06,225.420,36.392,0.430627,1.37e-14,2.322195,27.30,*,*,*,*,1.10,2.61,4.97e+05,6.79e+33,88.422
334,J0922-4949,272.237,0.160,0.950289,9.76e-14,1.052312,237.10,*,*,*,*,10.37,10.37,1.54e+05,4.49e+33,*
335,J0922-52,273.745,-1.415,0.009680,*,103.305785,122.40,*,*,*,*,3.76,3.76,*,*,*
336,J0923-31,259.697,13.003,*,*,*,72.00,*,*,*,*,1.02,1.02,*,*,*
337,B0922-52,274.712,-1.930,0.746295,3.55e-14,1.339952,152.90,*,*,*,*,5.61,5.61,3.33e+05,3.37e+33,*
338,B0923-58,278.395,-5.595,0.739501,4.88e-15,1.352263,57.40,*,*,*,*,1.87,1.87,2.40e+06,4.76e+32,*
339,J0927+23,205.233,44.179,0.761886,*,1.312532,23.00,*,*,*,*,2.52,2.52,*,*,*
340,J0928+06,226.854,37.601,2.060400,*,0.485343,50.00,*,*,*,*,2.88,2.88,*,*,*
341,J0931-1902,250.999,23.054,0.004638,4.09e-21,215.608810,41.50,*,*,*,*,3.63,3.63,1.80e+10,1.62e+33,*
342,J0932-3217,261.277,14.069,1.931627,2.50e-16,0.517698,102.10,*,*,*,*,3.84,3.84,1.22e+08,1.37e+30,*
343,J0932-5327,275.885,-1.375,4.392159,8.37e-15,0.227678,122.00,*,*,*,*,3.91,3.91,8.31e+06,3.90e+30,*
344,J0934-4154,268.361,7.411,0.570409,2.69e-16,1.753127,113.79,*,*,*,*,3.20,3.20,3.36e+07,5.72e+31,*
345,B0932-52,275.690,-0.700,1.444773,4.65e-15,0.692150,100.00,*,*,*,*,2.93,2.93,4.92e+06,6.09e+31,*
346,J0940-5428,277.510,-1.292,0.087545,3.29e-14,11.422670,134.50,*,*,*,*,4.27,4.27,4.22e+04,1.93e+36,*
347,J0941-39,267.795,9.904,0.586778,*,1.704221,78.20,*,*,*,*,1.29,1.29,*,*,*
348,J0941-5244,276.446,0.092,0.658558,1.14e-15,1.518470,157.94,*,*,*,*,5.64,5.64,9.17e+06,1.57e+32,*
349,B0940-55,278.571,-2.230,0.664367,2.29e-14,1.505191,180.20,*,*,*,*,0.30,6.35,4.61e+05,3.08e+33,*
350,B0941-56,279.345,-2.990,0.808127,3.96e-14,1.237429,159.74,*,*,*,*,5.02,5.02,3.23e+05,2.96e+33,*
351,B0940+16,216.609,45.380,1.087418,9.11e-17,0.919610,20.32,*,*,*,*,1.76,1.76,1.89e+08,2.80e+30,24.698
352,J0943+22,207.806,47.444,0.532913,*,1.876479,25.10,*,*,*,*,2.39,2.39,*,*,*
353,J0943+41,180.395,49.127,2.229489,*,0.448533,21.00,*,*,*,*,2.33,2.33,*,*,*
354,B0942-13,249.129,28.843,0.570264,4.53e-17,1.753573,12.50,*,*,*,*,0.69,0.69,2.00e+08,9.63e+30,22.023
355,J0945-4833,274.199,3.674,0.331586,4.83e-15,3.015813,98.10,*,*,*,*,2.71,2.71,1.09e+06,5.23e+33,*
356,B0943+10,225.413,43.126,1.097706,3.49e-15,0.910991,15.33,*,*,*,*,0.96,0.96,4.98e+06,1.04e+32,43.417
357,J0947+27,201.111,49.391,0.851050,*,1.175019,29.00,*,*,*,*,2.33,2.33,*,*,*
358,J0949-6902,287.826,-11.702,0.640016,6.37e-16,1.562462,93.00,*,*,*,*,8.68,8.68,1.59e+07,9.59e+31,*
359,B0950-38,268.702,12.033,1.373815,5.80e-16,0.727900,167.00,*,*,*,*,8.44,8.44,3.75e+07,8.83e+30,*
360,B0950+08,228.908,43.697,0.253065,2.30e-16,3.951551,2.97,*,*,*,*,0.26,0.16,1.75e+07,5.60e+32,29.534
361,J0954-5430,278.999,-0.101,0.472834,4.39e-14,2.114906,200.30,*,*,*,*,6.20,6.20,1.71e+05,1.64e+34,*
362,B0953-52,278.265,1.159,0.862118,3.52e-15,1.159934,156.90,*,*,*,*,4.87,4.87,3.88e+06,2.17e+32,*
363,J0955-61,283.629,-5.733,0.001999,*,500.250125,160.70,BT,24.5780,13.2830,*,5.38,5.38,*,*,*
364,J0957-06,244.762,36.201,1.723700,*,0.580147,26.95,*,*,*,*,2.99,2.99,*,*,*
365,J0957-5432,279.448,0.227,0.203557,1.95e-15,4.912636,226.10,*,*,*,*,7.00,7.00,1.66e+06,9.11e+33,*
366,B0957-47,275.742,5.418,0.670086,8.20e-17,1.492346,92.70,*,*,*,*,2.96,2.96,1.29e+08,1.08e+31,*
367,J1000-5149,278.107,2.603,0.255677,9.59e-16,3.911183,72.80,*,*,*,*,2.33,2.33,4.22e+06,2.27e+33,*
368,B0959-54,280.226,0.085,1.436583,5.14e-14,0.696096,130.32,*,*,*,*,0.30,3.59,4.43e+05,6.84e+32,*
369,J1001-5559,280.691,-0.648,1.661177,8.60e-16,0.601983,159.30,*,*,*,*,3.94,3.94,3.06e+07,7.41e+30,*
370,J1001-5939,282.945,-3.548,7.733640,5.99e-14,0.129305,113.00,*,*,*,*,3.30,3.30,2.05e+06,5.11e+30,*
371,J1002-5559,280.901,-0.503,0.777501,1.57e-15,1.286172,426.00,*,*,*,*,17.42,17.42,7.84e+06,1.32e+32,*
372,J1002-5919,282.829,-3.224,0.713489,1.04e-16,1.401563,347.00,*,*,*,*,15.13,15.13,1.09e+08,1.13e+31,*
373,B1001-47,276.037,6.117,0.307072,2.21e-14,3.256568,98.10,*,*,*,*,3.44,3.44,2.20e+05,3.01e+34,*
374,J1006-6311,285.550,-6.029,0.835797,5.73e-16,1.196462,195.99,*,*,*,*,9.30,9.30,2.31e+07,3.87e+31,*
375,J1010+15,221.258,50.980,*,*,*,42.00,*,*,*,*,2.27,2.27,*,*,*
376,B1010-23,262.131,26.377,2.517945,8.81e-16,0.397149,22.51,*,*,*,*,1.29,1.29,4.53e+07,2.18e+30,*
377,J1012-4235,274.194,11.226,0.003101,*,322.476620,71.60,BT,37.9720,21.2630,He[ckr+15],2.47,2.47,*,*,*
378,J1012+5307,160.347,50.858,0.005256,1.71e-20,190.267838,9.02,ELL1,0.6047,0.5818,He[cgk98],0.70,0.52,4.86e+09,4.66e+33,25.738
379,J1012-5830,283.459,-1.762,2.133591,3.77e-14,0.468693,294.00,*,*,*,*,5.34,5.34,8.98e+05,1.53e+32,*
380,B1011-58,283.706,-2.144,0.819911,1.77e-14,1.219644,383.90,*,*,*,*,10.14,10.14,7.34e+05,1.27e+33,*
381,J1013-5934,284.130,-2.596,0.442901,5.58e-16,2.257843,379.78,*,*,*,*,11.32,11.32,1.26e+07,2.54e+32,*
382,J1014-48,278.136,6.330,1.508800,*,0.662778,87.00,*,*,*,*,3.30,3.30,*,*,*
383,J1015-5719,283.088,-0.578,0.139882,5.74e-14,7.148899,278.70,*,*,*,*,4.87,4.87,3.86e+04,8.27e+35,*
384,B1014-53,281.201,2.451,0.769584,1.93e-15,1.299404,66.80,*,*,*,*,2.50,2.50,6.33e+06,1.67e+32,*
385,J1016-5819,283.708,-1.363,0.087834,6.98e-16,11.385093,252.10,*,*,*,*,4.62,4.62,1.99e+06,4.07e+34,*
386,J1016-5857,284.079,-1.880,0.107386,8.08e-14,9.312161,394.20,*,*,*,*,9.31,9.31,2.10e+04,2.58e+36,*
387,B1015-56,282.732,0.341,0.503459,3.13e-15,1.986260,438.70,*,*,*,*,11.78,11.78,2.55e+06,9.68e+32,*
388,J1017-7156,291.558,-12.553,0.002339,2.22e-21,427.621905,94.22,DD,6.5119,4.8300,He[kjb+12],0.26,8.10,1.67e+10,6.85e+33,9.957
389,B1016-16,258.261,32.610,1.804695,1.74e-15,0.554110,48.82,*,*,*,*,3.27,3.27,1.64e+07,1.17e+31,*
390,J1019-5749,283.837,-0.679,0.162499,2.01e-14,6.153895,1039.40,*,*,*,*,30.00,30.00,1.28e+05,1.85e+35,*
391,J1020-5921,284.719,-1.944,1.238305,4.05e-14,0.807555,80.00,*,*,*,*,2.62,2.62,4.85e+05,8.41e+32,*
392,J1020-6026,285.302,-2.848,0.140480,6.74e-15,7.118456,445.00,*,*,*,*,29.58,29.58,3.30e+05,9.60e+34,*
393,J1021-5601,283.041,0.935,0.670026,5.34e-17,1.492479,212.00,*,*,*,*,4.18,4.18,1.99e+08,7.01e+30,*
394,J1022+1001,231.795,51.101,0.016453,4.33e-20,60.779448,10.25,DD,7.8051,16.7654,CO[cnst96],0.74,0.60,6.02e+09,3.84e+32,*
395,J1022-5813,284.347,-0.834,1.643726,1.45e-13,0.608374,714.00,*,*,*,*,30.00,30.00,1.79e+05,1.29e+33,*
396,J1023+0038,243.490,45.782,0.001688,1.20e-20,592.421468,14.32,ELL1,0.1981,0.3433,MS[asr+09],1.37,0.90,2.23e+09,9.85e+34,17.981
397,J1023-5746,284.166,-0.407,0.111472,3.84e-13,8.970828,*,*,*,*,*,*,*,4.60e+03,1.09e+37,*
398,J1024-0719,251.702,40.516,0.005162,1.85e-20,193.715683,6.49,*,*,*,*,1.10,0.35,4.41e+09,5.32e+33,59.858
399,J1028-5819,285.065,-0.496,0.091403,1.61e-14,10.940532,96.53,*,*,*,*,2.76,2.76,9.00e+04,8.32e+35,*
400,J1031-6117,286.880,-2.881,0.306411,1.78e-15,3.263592,506.80,*,*,*,*,30.00,30.00,2.72e+06,2.45e+33,*
401,J1032-5206,282.354,5.128,2.407622,1.79e-14,0.415348,139.00,*,*,*,*,4.33,4.33,2.13e+06,5.06e+31,*
402,B1030-58,285.907,-0.980,0.464208,3.00e-15,2.154207,418.20,*,*,*,*,7.26,7.26,2.45e+06,1.18e+33,*
403,J1034-3224,272.050,22.117,1.150590,2.30e-16,0.869119,50.75,*,*,*,*,4.68,4.68,7.91e+07,5.97e+30,*
404,J1035-6345,288.528,-4.765,0.579577,3.50e-16,1.725397,189.70,*,*,*,*,6.54,6.54,2.62e+07,7.11e+31,*
405,J1036-4926,281.518,7.727,0.510368,1.65e-15,1.959370,136.53,*,*,*,*,8.71,8.71,4.91e+06,4.90e+32,*
406,J1036-6559,289.766,-6.630,0.533502,1.36e-15,1.874408,158.36,*,*,*,*,7.86,7.86,6.21e+06,3.54e+32,*
407,J1036-8317,298.916,-21.495,0.003408,*,293.427230,27.00,BT,0.3350,0.5060,He[ckr+15],1.59,1.59,*,*,*
